Private School Name,State Name [Private School] Latest available year,Phone Number [Private School] 2009-10,Mailing Address [Private School] 2009-10,City [Private School] 2009-10,State Abbr [Private School] Latest available year,ZIP [Private School] 2009-10
ST MATTHEW LUTHERAN SCHOOL,WISCONSIN,2625675396,818 W WISCONSIN AVE,OCONOMOWOC,WI ,53066
ST MATTHEW LUTHERAN SCHOOL,NEW YORK,7166921811,875 EGGERT DR,NORTH TONAWANDA,NY ,14120
ST MATTHEW LUTHERAN SCHOOL,NEW YORK,5184636495,75 WHITEHALL RD,ALBANY,NY ,12209
ST MATTHEW LUTHERAN SCHOOL,FLORIDA,3056424177,621 BEACOM BLVD,MIAMI,FL ,33135
ST MATTHEW PARISH SCHOOL,OHIO,3307841711,2580 BENTON AVE,AKRON,OH ,44312
ST MATTHEW SCHOOL,OHIO,6144714930,795 HAVENS CORNERS RD,GAHANNA,OH ,43230
ST MATTHEW SCHOOL,PENNSYLVANIA,2153333142,3040 COTTMAN AVE,PHILADELPHIA,PA ,19149
ST MATTHEW SCHOOL,NEW JERSEY,7329856633,100 SEYMOUR AVE,EDISON,NJ ,08817
ST MATTHEW SCHOOL,NEBRASKA,4022912030,12210 S 36TH ST,BELLEVUE,NE ,68123
ST MATTHEW SCHOOL,WISCONSIN,9204325223,2575 S WEBSTER AVE,GREEN BAY,WI ,54301
ST MATTHEW SCHOOL,WISCONSIN,4147626820,9329 S CHICAGO RD,OAK CREEK,WI ,53154
ST MATTHEW SCHOOL,RHODE ISLAND,4019418954,1301 ELMWOOD AVE,CRANSTON,RI ,02910
ST MATTHEW SCHOOL,DELAWARE,3026335860,1 FALLON AVE,WILMINGTON,DE ,19804
ST MATTHEW SCHOOL,ILLINOIS,6308583112,1555 GLEN ELLYN RD,GLENDALE HEIGHTS,IL ,60139
ST MATTHEW SCHOOL,CONNECTICUT,8605835214,33 WELCH DR,BRISTOL,CT ,06010
ST MATTHEW SCHOOL,IOWA,3193623021,125 24TH ST NE,CEDAR RAPIDS,IA ,52402
ST MATTHEW SCHOOL,ARIZONA,6022540611,320 N 20TH DR,PHOENIX,AZ ,85009
ST MATTHEW SCHOOL,ILLINOIS,2173594114,1307 LINCOLNSHIRE DR,CHAMPAIGN,IL ,61821
ST MATTHEW THE APOSTLE SCHOOL,LOUISIANA,5047374604,10021 JEFFERSON HWY,RIVER RIDGE,LA ,70123
ST MATTHEW'S EARLY EDUCATION CENTER,MARYLAND,3014641813,14900 ANNAPOLIS RD,BOWIE,MD ,20715
ST MATTHEW'S EPISCOPAL DAY SCHOOL,CALIFORNIA,6503425436,16 BALDWIN AVE,SAN MATEO,CA ,94401
ST MATTHEW'S EPISCOPAL SCHOOL,LOUISIANA,9858725573,266 GABASSE ST,HOUMA,LA ,70360
ST MATTHEW'S EPISCOPAL SCHOOL,TEXAS,9563834202,2620 CRESTVIEW DR,EDINBURG,TX ,78539
ST MATTHEW'S EPISCOPAL SCHOOL,TEXAS,5123453040,8134 MESA DR,AUSTIN,TX ,78759
ST MATTHEW'S MONTESSORI,CALIFORNIA,9492190951,2300 FORD RD,NEWPORT BEACH,CA ,92660
ST MATTHEW'S SCHOOL,MONTANA,4067521491,602 S MAIN ST,KALISPELL,MT ,59901
ST MATTHEW'S SCHOOL,MINNESOTA,6512246912,497 HUMBOLDT AVE,SAINT PAUL,MN ,55107
ST MATTHEW'S SCHOOL,VIRGINIA,7574202455,3316 SANDRA LN,VIRGINIA BEACH,VA ,23464
ST MATTHEWS LUTHERAN SCHOOL,FLORIDA,3056424177,621 SW 22ND AVENUE RD,MIAMI,FL ,33135
ST MATTHEWS LUTHERAN SCHOOL,MINNESOTA,5074543083,756 W WABASHA ST,WINONA,MN ,55987
ST MATTHEWS LUTHERAN SCHOOL,CONNECTICUT,8602237829,87 FRANKLIN SQ,NEW BRITAIN,CT ,06051
ST MATTHEWS LUTHERAN SCHOOL,WISCONSIN,6087521304,709 MILTON AVE,JANESVILLE,WI ,53545
ST MATTHEWS LUTHERAN SCHOOL,WISCONSIN,9023872210,308 HERMAN ST,IRON RIDGE,WI ,53035
ST MATTHEWS LUTHERAN SCHOOL,WISCONSIN,6084572700,PO BOX 208,STODDARD,WI ,54658
ST MATTHEWS PARISH DAY SCHOOL,MARYLAND,3015597118,5901 36TH AVE,HYATTSVILLE,MD ,20782
ST MATTHEWS PARISH SCHOOL,CALIFORNIA,3104541350,PO BOX 1710,PACIFIC PALISADES,CA ,90272
ST MATTHEWS PRESCHOOL & KINDERGARTEN,PENNSYLVANIA,6104583381,2440 CONESTOGA RD,CHESTER SPRINGS,PA ,19425
ST MATTHIAS APOSTLE SCHOOL,MARYLAND,3015779412,9473 ANNAPOLIS RD,LANHAM SEABROOK,MD ,20706
ST MATTHIAS ELEMENTARY SCHOOL,NEW JERSEY,7328281402,170 JOHN F KENNEDY BLVD,SOMERSET,NJ ,08873
ST MATTHIAS ELEMENTARY SCHOOL,CALIFORNIA,3235807253,7130 CEDAR ST,HUNTINGTON PARK,CA ,90255
ST MATTHIAS HIGH SCHOOL,CALIFORNIA,5628612271,7851 GARDENDALE ST,DOWNEY,CA ,90242
ST MATTHIAS PARISH SCHOOL,WISCONSIN,4143210894,9300 W BELOIT RD,MILWAUKEE,WI ,53227
ST MATTHIAS SCHOOL,NEW YORK,7183818003,5825 CATALPA AVE,RIDGEWOOD,NY ,11385
ST MATTHIAS SCHOOL,OHIO,6142683030,1566 FERRIS RD,COLUMBUS,OH ,43224
ST MATTHIAS TRANSFIGURATION SCHOOL,ILLINOIS,7737840999,4910 N CLAREMONT AVE,CHICAGO,IL ,60625
ST MAURICE ELEMENTARY SCHOOL,PENNSYLVANIA,4123515403,2001 ARDMORE BLVD,PITTSBURGH,PA ,15221
ST MAXIMILIAN KOLBE SCHOOL,PENNSYLVANIA,6103998400,300 DALY DR,WEST CHESTER,PA ,19382
ST MEL ELEMENTARY SCHOOL,CALIFORNIA,8183401924,20874 VENTURA BLVD,WOODLAND HILLS,CA ,91364
ST MEL SCHOOL,NEW YORK,7185398211,15424 26TH AVE,FLUSHING,NY ,11354
ST MEL SCHOOL,CALIFORNIA,9169672814,4745 PENNSYLVANIA AVE,FAIR OAKS,CA ,95628
ST MICHAEL ACADEMY,CALIFORNIA,6194704880,2637 HOMEDALE ST,SAN DIEGO,CA ,92139
ST MICHAEL ACADEMY,NEW YORK,2125632547,425 W 33RD ST,NEW YORK,NY ,10001
ST MICHAEL CATHOLIC SCHOOL,VERMONT,8022545666,48 WALNUT ST,BRATTLEBORO,VT ,05301
ST MICHAEL CATHOLIC SCHOOL,TEXAS,7136216847,1833 SAGE RD,HOUSTON,TX ,77056
ST MICHAEL CATHOLIC SCHOOL,ILLINOIS,6306651454,314 W WILLOW AVE,WHEATON,IL ,60187
ST MICHAEL CATHOLIC SCHOOL,MINNESOTA,7634973887,14 MAIN ST N,SAINT MICHAEL,MN ,55376
ST MICHAEL CATHOLIC SCHOOL,MINNESOTA,9524472124,16280 DULUTH AVE SE,PRIOR LAKE,MN ,55372
ST MICHAEL CATHOLIC SCHOOL,SOUTH CAROLINA,8436516795,542 CYPRESS AVE,MURRELLS INLET,SC ,29576
ST MICHAEL CATHOLIC SCHOOL,WASHINGTON,3605680821,1514 PINE AVE,SNOHOMISH,WA ,98290
ST MICHAEL CHRISTIAN SCHOOL,MICHIGAN,7344599720,7000 N SHELDON RD,CANTON,MI ,48187
ST MICHAEL ELEMENTARY,MASSACHUSETTS,9785622917,198 MAIN ST,HUDSON,MA ,01749
ST MICHAEL ELEMENTARY SCHOOL,MINNESOTA,6514572510,335 HURLEY AVE E,WEST SAINT PAUL,MN ,55118
ST MICHAEL ELEMENTARY SCHOOL,MICHIGAN,6168376346,17150 88TH AVE,COOPERSVILLE,MI ,49404
ST MICHAEL ELEMENTARY SCHOOL,MICHIGAN,9898793063,310 E 2ND ST,PINCONNING,MI ,48650
ST MICHAEL ELEMENTARY SCHOOL,LOUISIANA,3377831410,805 E NORTHERN AVE,CROWLEY,LA ,70526
ST MICHAEL ELEMENTARY SCHOOL,INDIANA,3179260516,3352 W 30TH ST,INDIANAPOLIS,IN ,46222
ST MICHAEL ELEMENTARY SCHOOL,PENNSYLVANIA,8144729117,PO BOX 67,LORETTO,PA ,15940
ST MICHAEL ELEMENTARY SCHOOL,CALIFORNIA,3237526101,1027 W 87TH ST,LOS ANGELES,CA ,90044
ST MICHAEL ELEMENTARY SCHOOL,NEW JERSEY,9733470039,10 CHURCH ST,NETCONG,NJ ,07857
ST MICHAEL ELEMENTARY SCHOOL,OHIO,3304922657,3431 SAINT MICHAELS BLVD NW,CANTON,OH ,44718
ST MICHAEL ELEMENTARY SCHOOL,NEW YORK,3153312297,320 S MAIN ST,NEWARK,NY ,14513
ST MICHAEL ELEMENTARY SCHOOL,OHIO,5135543555,11136 OAK ST,CINCINNATI,OH ,45241
ST MICHAEL ELEMENTARY SCHOOL,MICHIGAN,9899673681,8944 50TH AVE,REMUS,MI ,49340
ST MICHAEL ELEMENTARY SCHOOL,MASSACHUSETTS,9786861862,80 MAPLE AVE,NORTH ANDOVER,MA ,01845
ST MICHAEL LUTHERAN SCHOOL,FLORIDA,2399391218,3595 BROADWAY,FORT MYERS,FL ,33901
ST MICHAEL LUTHERAN SCHOOL,MICHIGAN,2693270512,7211 OAKLAND DR,PORTAGE,MI ,49024
ST MICHAEL LUTHERAN SCHOOL,MICHIGAN,7347283315,3003 HANNAN RD,WAYNE,MI ,48184
ST MICHAEL PARISH SCHOOL,MICHIGAN,5176272167,325 EDWARDS ST,GRAND LEDGE,MI ,48837
ST MICHAEL PARISH SCHOOL,WEST VIRGINIA,3042423966,1221 NATIONAL RD,WHEELING,WV ,26003
ST MICHAEL PARISH SCHOOL,NEW JERSEY,9086881063,1212 KELLY ST,UNION,NJ ,07083
ST MICHAEL S LUTHERAN SCHOOL,MICHIGAN,9898684809,PO BOX 185,RICHVILLE,MI ,48758
ST MICHAEL S SCHOOL,CALIFORNIA,9254471888,345 CHURCH ST,LIVERMORE,CA ,94550
ST MICHAEL SCHOOL,MASSACHUSETTS,9784539511,21 6TH ST,LOWELL,MA ,01850
ST MICHAEL SCHOOL,MASSACHUSETTS,5086780266,209 ESSEX ST,FALL RIVER,MA ,02720
ST MICHAEL SCHOOL,MICHIGAN,7342413923,510 W FRONT ST,MONROE,MI ,48161
ST MICHAEL SCHOOL,MICHIGAN,7344217360,11311 HUBBARD ST,LIVONIA,MI ,48150
ST MICHAEL SCHOOL,MAINE,2076233491,56 SEWALL ST,AUGUSTA,ME ,04330
ST MICHAEL SCHOOL,INDIANA,7656474961,275 HIGH ST,BROOKVILLE,IN ,47012
ST MICHAEL SCHOOL,INDIANA,5749364329,612 N CENTER ST,PLYMOUTH,IN ,46563
ST MICHAEL SCHOOL,ILLINOIS,6186353210,419 E MAIN ST,STAUNTON,IL ,62088
ST MICHAEL SCHOOL,CALIFORNIA,8584851303,15542 POMERADO RD,POWAY,CA ,92064
ST MICHAEL SCHOOL,HAWAII,8086377772,67-340 HAONA ST,WAIALUA,HI ,96791
ST MICHAEL SCHOOL,ILLINOIS,6184856461,PO BOX 15,RADOM,IL ,62876
ST MICHAEL SCHOOL,ILLINOIS,7083490068,14355 HIGHLAND AVE,ORLAND PARK,IL ,60462
ST MICHAEL SCHOOL,WASHINGTON,3607545131,1204 11TH AVE SE,OLYMPIA,WA ,98501
ST MICHAEL SCHOOL,CONNECTICUT,8605991084,63 LIBERTY ST,PAWCATUCK,CT ,06379
ST MICHAEL SCHOOL,PENNSYLVANIA,7245887050,80 N HIGH ST,GREENVILLE,PA ,16125
ST MICHAEL SCHOOL,TEXAS,9797258461,103 E NORTH ST,WEIMAR,TX ,78962
ST MICHAEL SCHOOL,VIRGINIA,7032561222,7401 SAINT MICHAELS LN,ANNANDALE,VA ,22003
ST MICHAEL SCHOOL,OHIO,9373924202,300 MARKET ST,RIPLEY,OH ,45167
ST MICHAEL SCHOOL,OHIO,2165246405,6906 CHESTNUT RD,INDEPENDENCE,OH ,44131
ST MICHAEL SCHOOL,OHIO,6148853149,64 E SELBY BLVD,WORTHINGTON,OH ,43085
ST MICHAEL SCHOOL,NEW JERSEY,9734827400,27 CRITTENDEN ST,NEWARK,NJ ,07104
ST MICHAEL SCHOOL,NEW JERSEY,9082769425,100 ALDEN ST,CRANFORD,NJ ,07016
ST MICHAEL SCHOOL,NEBRASKA,4024941526,1315 1ST AVE,SOUTH SIOUX CITY,NE ,68776
ST MICHAEL SCHOOL,NEW YORK,7182776766,237 JEROME ST,BROOKLYN,NY ,11207
ST MICHAEL SCHOOL,OHIO,4194232738,723 SUTTON PL,FINDLAY,OH ,45840
ST MICHAEL SCHOOL,INDIANA,8122563503,102 SAINT MICHAELS DR,CHARLESTOWN,IN ,47111
ST MICHAEL SCHOOL,KENTUCKY,5022676155,3705 STONE LAKES DR,LOUISVILLE,KY ,40299
ST MICHAEL SCHOOL,SOUTH DAKOTA,6053610021,1610 S MARION RD,SIOUX FALLS,SD ,57106
ST MICHAEL SPECIAL SCHOOL,LOUISIANA,5045247285,1522 CHIPPEWA ST,NEW ORLEANS,LA ,70130
ST MICHAEL THE ARCHANGEL,PENNSYLVANIA,2159430222,130 LEVITTOWN PKWY,LEVITTOWN,PA ,19054
ST MICHAEL THE ARCHANGEL ACADEMY,CALIFORNIA,7147309114,4790 IRVINE BLVD STE 105-286,IRVINE,CA ,92620
ST MICHAEL THE ARCHANGEL CATHOLIC SCHOOL,MARYLAND,3015856873,824 WAYNE AVE,SILVER SPRING,MD ,20910
ST MICHAEL THE ARCHANGEL HIGH SCHOOL,VIRGINIA,5405488748,6301 CAMPUS DR,FREDERICKSBURG,VA ,22407
ST MICHAEL THE ARCHANGEL REGIONAL SCHOOL,NEW JERSEY,8568810067,51 W NORTH ST,CLAYTON,NJ ,08312
ST MICHAEL THE ARCHANGEL SCHOOL,MARYLAND,4106688797,10 WILLOW AVE,BALTIMORE,MD ,21206
ST MICHAEL THE ARCHANGEL SCHOOL,MISSOURI,3146477159,7630 SUTHERLAND AVE,SAINT LOUIS,MO ,63119
ST MICHAEL THE ARCHANGEL SCHOOL,ILLINOIS,7732210212,8231 S SOUTH SHORE DR,CHICAGO,IL ,60617
ST MICHAEL THE ARCHANGEL SCHOOL,ILLINOIS,2178442231,PO BOX 8,SIGEL,IL ,62462
ST MICHAEL THE ARCHANGEL SCHOOL,NORTH CAROLINA,9194686150,810 HIGH HOUSE RD,CARY,NC ,27513
ST MICHAEL THE ARCHANGEL SCHOOL,KANSAS,9134023950,14201 NALL AVE,OVERLAND PARK,KS ,66223
ST MICHAEL THE ARCHANGEL SCHOOL,PENNSYLVANIA,6108768422,5040 SAINT JOSEPHS RD,COOPERSBURG,PA ,18036
ST MICHAEL'S ACADEMY,CALIFORNIA,9164864946,4524 GARFIELD AVE,CARMICHAEL,CA ,95608
ST MICHAEL'S ACADEMY,CALIFORNIA,9493669468,107 W MARQUITA,SAN CLEMENTE,CA ,92672
ST MICHAEL'S ACADEMY,WASHINGTON,5094624330,8500 N SAINT MICHAELS RD,SPOKANE,WA ,99217
ST MICHAEL'S ACADEMY,FLORIDA,9043212102,228 N 4TH ST,FERNANDINA BEACH,FL ,32034
ST MICHAEL'S CATHOLIC ACADEMY,TEXAS,5123282323,3000 BARTON CREEK BLVD,AUSTIN,TX ,78735
ST MICHAEL'S CATHOLIC SCHOOL,INDIANA,3174626380,515 JEFFERSON BLVD,GREENFIELD,IN ,46140
ST MICHAEL'S CATHOLIC SCHOOL,NORTH CAROLINA,7048654382,704 SAINT MICHAELS LN,GASTONIA,NC ,28052
ST MICHAEL'S ELEMENTARY SCHOOL,NEBRASKA,4024626310,721 CREIGHTON AVE,HASTINGS,NE ,68901
ST MICHAEL'S EPISCOPAL DAY,CALIFORNIA,9164853418,2140 MISSION AVE,CARMICHAEL,CA ,95608
ST MICHAEL'S EPISCOPAL SCHOOL,VIRGINIA,8042723514,8706 QUAKER LN,RICHMOND,VA ,23235
ST MICHAEL'S LAKESIDE SCHOOL,MINNESOTA,2185251931,4628 PITT ST,DULUTH,MN ,55804
ST MICHAEL'S ORTHODOX SCHOOL,CALIFORNIA,7075450861,1543 ROSE AVE,SANTA ROSA,CA ,95407
ST MICHAEL'S PARISH DAY SCHOOL,ARIZONA,5207228478,602 N WILMOT RD,TUCSON,AZ ,85711
ST MICHAEL'S PREP SCHOOL,CALIFORNIA,9498580222,19292 EL TORO RD,SILVERADO,CA ,92676
ST MICHAEL'S SCHOOL,MINNESOTA,2189355222,501 1ST ST SW,MAHNOMEN,MN ,56557
ST MICHAEL'S SCHOOL,MINNESOTA,5072493192,PO BOX 459,MORGAN,MN ,56266
ST MICHAEL'S SCHOOL,NORTH DAKOTA,7017727410,504 5TH AVE N,GRAND FORKS,ND ,58203
ST MICHAEL'S SCHOOL,NEBRASKA,4023952926,520 W CHURCH ST,ALBION,NE ,68620
ST MICHAEL'S SCHOOL,NEW YORK,7189610246,13658 41ST AVE,FLUSHING,NY ,11355
ST MICHAEL'S SCHOOL & NURSERY,DELAWARE,3026566338,700 N WALNUT ST,WILMINGTON,DE ,19801
ST MICHAEL-ARCHANGEL SCHOOL,FLORIDA,3056426732,300 NW 28TH AVE,MIAMI,FL ,33125
ST MICHAELS ACADEMY,TEXAS,9798222715,2500 S COLLEGE AVE,BRYAN,TX ,77801
ST MICHAELS ACADEMY - ELEMENTARY CAMPUS,MASSACHUSETTS,4137825246,153 EDDYWOOD ST,SPRINGFIELD,MA ,01118
ST MICHAELS ASSOC FOR SP ED,ARIZONA,9288712810,PO BOX 100,ST MICHAELS,AZ ,86511
ST MICHAELS CATHOLIC ELEMENTARY SCHOOL,KANSAS,7857362257,605 ELM ST,AXTELL,KS ,66403
ST MICHAELS CATHOLIC SCHOOL,GEORGIA,9127864507,714 LOVELL AVE,TYBEE ISLAND,GA ,31328
ST MICHAELS CATHOLIC SCHOOL,TEXAS,3612773854,208 N MCLEOD ST,CUERO,TX ,77954
ST MICHAELS COUNTRY DAY SCHOOL,RHODE ISLAND,4018495970,180 RHODE ISLAND AVE,NEWPORT,RI ,02840
ST MICHAELS ELEMENTARY SCHOOL,NEW YORK,3155366112,214 KEUKA ST,PENN YAN,NY ,14527
ST MICHAELS HIGH SCHOOL,NEW MEXICO,5059837353,100 SIRINGO RD,SANTA FE,NM ,87505
ST MICHAELS PAROCHIAL GRADE SCHOOL,WISCONSIN,6088495619,PO BOX 170,DANE,WI ,53529
ST MICHAELS SCHOOL,PENNSYLVANIA,5703886155,PO BOX 370,TUNKHANNOCK,PA ,18657
ST MICHAELS SCHOOL,MARYLAND,3018725454,PO BOX 259,RIDGE,MD ,20680
ST MICHAELS SCHOOL,KENTUCKY,8592777541,2025 BELLEFONTE DR,LEXINGTON,KY ,40503
ST MICHEAL ELEMENTARY SCHOOL,INDIANA,2193224531,16 W WILHELM ST,SCHERERVILLE,IN ,46375
ST MONICA ACADEMY,ILLINOIS,7736317880,5115 N MONT CLARE AVE,CHICAGO,IL ,60656
ST MONICA ACADEMY,CALIFORNIA,6262290351,301 N ORANGE GROVE BLVD,PASADENA,CA ,91103
ST MONICA CATHOLIC HIGH SCHOOL,CALIFORNIA,3103943701,1030 LINCOLN BLVD,SANTA MONICA,CA ,90403
ST MONICA CATHOLIC SCHOOL,INDIANA,3172557153,6131 N MICHIGAN RD,INDIANAPOLIS,IN ,46228
ST MONICA CATHOLIC SCHOOL,TEXAS,2106586701,PO BOX 429,CONVERSE,TX ,78109
ST MONICA ELEMENTARY SCHOOL,CALIFORNIA,3104519801,1039 7TH ST,SANTA MONICA,CA ,90403
ST MONICA ELEMENTARY SCHOOL,MISSOURI,3144342173,12132 OLIVE BLVD,SAINT LOUIS,MO ,63141
ST MONICA SCHOOL,CALIFORNIA,4157519564,5950 GEARY BLVD,SAN FRANCISCO,CA ,94121
ST MONICA SCHOOL,INDIANA,5742550709,223 W GROVE ST,MISHAWAKA,IN ,46545
ST MONICA SCHOOL,MASSACHUSETTS,9786861801,212 LAWRENCE ST,METHUEN,MA ,01844
ST MONICA SCHOOL,MICHIGAN,2693452444,530 W KILGORE RD,KALAMAZOO,MI ,49008
ST MONICA SCHOOL,TEXAS,2143515688,4140 WALNUT HILL LN,DALLAS,TX ,75229
ST MONICA SCHOOL,PENNSYLVANIA,5702865983,109 MARKET ST,SUNBURY,PA ,17801
ST MONICA SCHOOL,WASHINGTON,2062325432,4320 87TH AVE SE,MERCER ISLAND,WA ,98040
ST MONICA SCHOOL,WISCONSIN,4143323660,5635 N SANTA MONICA BLVD,WHITEFISH BAY,WI ,53217
ST MONICA SCHOOL,OHIO,2166629380,13633 ROCKSIDE RD,GARFIELD HEIGHTS,OH ,44125
ST MONICA SCHOOL,PENNSYLVANIA,2154675338,1720 W RITNER ST,PHILADELPHIA,PA ,19145
ST MONICA SCHOOL,PENNSYLVANIA,6106648848,601 1ST AVE,BERWYN,PA ,19312
ST NICHOLAS ACADEMY,OHIO,5136862727,170 SIEBENTHALER AVENUE,CINCINNATI,OH ,45215
ST NICHOLAS ACADEMY,KENTUCKY,5023688506,5501 NEW CUT RD,LOUISVILLE,KY ,40214
ST NICHOLAS CATHOLIC SCHOOL,INDIANA,8126232348,6459 E SAINT NICHOLAS DR,SUNMAN,IN ,47041
ST NICHOLAS ELEMENTARY SCHOOL,NEW YORK,7183887992,287 POWERS ST,BROOKLYN,NY ,11211
ST NICHOLAS ELEMENTARY SCHOOL,CALIFORNIA,6509414056,12816 EL MONTE RD,LOS ALTOS HILLS,CA ,94022
ST NICHOLAS GREEK ORTHODOX ACADEMY,PENNSYLVANIA,6108671530,1607 W UNION BLVD,BETHLEHEM,PA ,18018
ST NICHOLAS MONTESSORI SCHOOL,WASHINGTON,2538397864,PO BOX 3094,FEDERAL WAY,WA ,98063
ST NICHOLAS OF TOLENTINE ELEMENTARY SCHOOL,NEW YORK,7183645110,2336 ANDREWS AVE,BRONX,NY ,10468
ST NICHOLAS OF TOLENTINE SCHOOL,NEW YORK,7183801900,8022 PARSONS BLVD,JAMAICA,NY ,11432
ST NICHOLAS OF TOLENTINE SCHOOL,PENNSYLVANIA,2154680353,913 PIERCE ST,PHILADELPHIA,PA ,19148
ST NICHOLAS ORTHODOX ACADEMY,GEORGIA,4045846088,543 CHEROKEE AVE SE,ATLANTA,GA ,30312
ST NICHOLAS PRIMARY & CHILD CARE CENTER,CALIFORNIA,2133828687,2300 W 3RD ST,LOS ANGELES,CA ,90057
ST NICHOLAS SCHOOL,OHIO,3307552128,762 5TH ST,STRUTHERS,OH ,44471
ST NICHOLAS SCHOOL,NEW JERSEY,2016595948,118 FERRY ST,JERSEY CITY,NJ ,07307
ST NICHOLAS SCHOOL,WISCONSIN,9207889371,W2035 COUNTY ROAD S,FREEDOM,WI ,54130
ST NICHOLAS SCHOOL,PENNSYLVANIA,5705442800,515 N FRONT ST,MINERSVILLE,PA ,17954
ST NICHOLAS SCHOOL,TENNESSEE,4238991999,7525 MIN TOM DR,CHATTANOOGA,TN ,37421
ST NICHOLAS SCHOOL,CALIFORNIA,8188866751,9501 BALBOA BLVD,NORTHRIDGE,CA ,91325
ST NICHOLAS SCHOOL,IDAHO,2084366320,PO BOX 26,RUPERT,ID ,83350
ST NICHOLAS SCHOOL,WASHINGTON,2538587632,3555 EDWARDS DR,GIG HARBOR,WA ,98335
ST NICHOLAS UKRAINIAN CATHOLIC SCHOOL,ILLINOIS,7733847243,2200 W RICE ST,CHICAGO,IL ,60622
ST NICHOLAS-ST MARY'S SCHOOL,PENNSYLVANIA,5708238089,242 S WASHINGTON ST,WILKES BARRE,PA ,18701
ST NORBERT ELEMENTARY SCHOOL,PENNSYLVANIA,6106441670,6 GREENLAWN RD,PAOLI,PA ,19301
ST NORBERT SCHOOL,ILLINOIS,8472720051,1817 WALTERS AVE,NORTHBROOK,IL ,60062
ST NORBERT SCHOOL,ILLINOIS,6185762514,401 VINEYARD ST,HARDIN,IL ,62047
ST NORBERT SCHOOL,CALIFORNIA,7146376822,300 E TAFT AVE,ORANGE,CA ,92865
ST NORBERT SCHOOL,MISSOURI,3148390948,16475 NEW HALLS FERRY RD,FLORISSANT,MO ,63031
ST ODILIA PARISH SCHOOL,MINNESOTA,6514843364,3495 VICTORIA ST N,SHOREVIEW,MN ,55126
ST ODILIA SCHOOL,CALIFORNIA,3232325449,5300 HOOPER AVE,LOS ANGELES,CA ,90011
ST ODILO ELEMENTARY SCHOOL,ILLINOIS,7084840755,6617 23RD ST,BERWYN,IL ,60402
ST OLAF CATHOLIC SCHOOL,UTAH,8012955341,1793 ORCHARD DR,BOUNTIFUL,UT ,84010
ST OLAF PRESCHOOL,CALIFORNIA,7145308930,12432 9TH ST,GARDEN GROVE,CA ,92840
ST PANCRAS SCHOOL,NEW YORK,7188216721,6820 MYRTLE AVE,GLENDALE,NY ,11385
ST PANCRATIUS ELEMENTARY SCHOOL,CALIFORNIA,5626346310,3601 SAINT PANCRATIUS PL,LAKEWOOD,CA ,90712
ST PASCAL BAYLON SCHOOL,MINNESOTA,6517760092,1757 CONWAY ST,SAINT PAUL,MN ,55106
ST PASCAL SCHOOL,ILLINOIS,7737368806,6143 W IRVING PARK RD,CHICAGO,IL ,60634
ST PASCHAL BAYLON SCHOOL,CALIFORNIA,8054959340,154 E JANSS RD,THOUSAND OAKS,CA ,91360
ST PATRICIA ELEMENTARY SCHOOL,ILLINOIS,7085988200,9000 S 86TH AVE,HICKORY HILLS,IL ,60457
ST PATRICK & ASSUMPTION/ALL SAINTS SCHOOL,NEW JERSEY,2014334664,509 BRAMHALL AVE,JERSEY CITY,NJ ,07304
ST PATRICK ACADEMY,RHODE ISLAND,4014219300,244 SMITH ST,PROVIDENCE,RI ,02908
ST PATRICK ACADEMY,ILLINOIS,8154722469,404 W 2ND ST,MOMENCE,IL ,60954
ST PATRICK ACADEMY,NEW JERSEY,9083512188,227 COURT ST,ELIZABETH,NJ ,07206
ST PATRICK CATHEDRAL SCHOOL,CONNECTICUT,8608894174,211 BROADWAY,NORWICH,CT ,06360
ST PATRICK CATHEDRAL SCHOOL,TEXAS,9155324142,1111 N STANTON ST,EL PASO,TX ,79902
ST PATRICK CATHOLIC HIGH SCHOOL,MISSISSIPPI,2287020500,18300 SAINT PATRICK RD,BILOXI,MS ,39532
ST PATRICK CATHOLIC SCHOOL,WASHINGTON,5094872830,5021 N NELSON ST,SPOKANE,WA ,99217
ST PATRICK CATHOLIC SCHOOL,TEXAS,9366346719,2116 LOWERY ST,LUFKIN,TX ,75901
ST PATRICK CATHOLIC SCHOOL,TENNESSEE,9315823493,175 SAINT PATRICK ST,MC EWEN,TN ,37101
ST PATRICK CATHOLIC SCHOOL,PENNSYLVANIA,8146953819,PO BOX 400,NEWRY,PA ,16665
ST PATRICK CATHOLIC SCHOOL,OHIO,4196363592,610 S PORTLAND ST,BRYAN,OH ,43506
ST PATRICK CATHOLIC SCHOOL,OHIO,9373393705,420 E WATER ST,TROY,OH ,45373
ST PATRICK CATHOLIC SCHOOL,ILLINOIS,2175237670,1800 S GRAND AVE E,SPRINGFIELD,IL ,62703
ST PATRICK CATHOLIC SCHOOL,KANSAS,6204210710,1831 STEVENS AVE,PARSONS,KS ,67357
ST PATRICK CATHOLIC SCHOOL,KANSAS,6205322791,630 W D AVE,KINGMAN,KS ,67068
ST PATRICK CATHOLIC SCHOOL,KANSAS,3162624071,2023 N ARKANSAS AVE,WICHITA,KS ,67203
ST PATRICK CATHOLIC SCHOOL,FLORIDA,7275814865,1501 TROTTER RD,LARGO,FL ,33770
ST PATRICK CATHOLIC SCHOOL,KANSAS,6204314020,409 S MALCOLM AVE,CHANUTE,KS ,66720
